P1E Nummer;P89 Nummer;P89 Alternativ;Material Kurztext;Material Status;Disponent
1910207259;0099709110;;Federleiste 2pol Durchgang AWG20;GE;SP1
1910207260;0099710110;;Federleiste 3pol Durchgang AWG20;GE;SP1
1910365930;0099711110;;Federleiste 4pol Durchgang AWG20;GE;SP1
1910207261;0099712110;;Federleiste 6pol Durchgang AWG20;AE;SP6
1910207262;0099713010;;Stecker 6pol 16A 400V SCH;EU;SP5
1910207263;0099713110;;Federleiste 8pol  AWG20 RM 3,96;GE;SP1
1910207264;0099714010;;Stecker 24pol 16A 400V SCH;EU;SP5
1910368201;0099714030;;Abzweigdose;GE;SP1
1910207265;0099714110;;Federleiste 12pol Durchgang AWG20;GE;SP1
1910368203;0099718030;;Verteilerkasten 200x90x50 Gr2/50-520-010;GE;SP2
1910207266;0099723110;;Federleiste 16pol Flachkabel;GE;SP1
1910207267;0099724110;;Kappe 2pol/R 3.96;GE;SP1
1910365929;0099725110;;Kappe 3pol/R 3.96;GE;SP1
1910365928;0099726110;;Kappe 4pol/R 3.96;GE;SP1
1910368208;0099727110;;Kappe 6pol/R 3.96;GE;SP1
1910207268;0099728110;;Kappe 8pol/R 3.96;GE;SP1
1910363298;0099729030;;Klemmenkasten IP54 Gehänge;EU;SP5
1910365927;0099729110;;Kappe 12pol/R 3.96;GE;SP2
1910363299;0099730030;;Klemmenkasten IP54 inkl. Kelmschine 16 K;GE;SP2
1910365926;0099732110;;Steckergehäuse 15pol;GE;SP1
1910207269;0099735030;;Kunstoffgehäuse;EU;SP5
1910207270;0099738010;;Federleiste 32p Wickelstift DIN41612;GE;SP2
1910368215;0099739010;;Federleiste 48pol fuer gerade W.WRAP;EU;SP5
1910368216;0099741030;;Klemmenkasten RK 4/18 K-L;GE;SP1
1910365925;0099742010;;Gehaeuse Molex 2pol.;GE;SP1
1910368218;0099742030;;Klemmenkasten RK4/34-L IP66;GE;SP2
1910207271;0099744010;;Gehaeuse Molex 4pol.;GE;SP1
1910365924;0099745010;;Gehaeuse Molex 8pol.;GE;SP2
1910368221;0099745030;;Klemmenkasten HP70;GE;SP1
1910365923;0099746010;;Gehaeuse Molex 12pol;GE;SP2
1910368223;0099748010;;Kontakt Crimp Molex AWG18-24;GE;SP1
1910365960;0099750110;;Federleiste 5pol Durchgang AWG20;GE;SP1
1910368225;0099753010;;Federleiste 32Pol Steckkartenblock;GE;SP2
1910209131;0099757010;;Federleiste 15pol H Steckhuelse;GE;SP1
1910366537;0099760110;;Federleiste 20pol Flachkabel Zugentlast.;EU;SP5
1910207272;0099763010;;Steckverbinder 0,5-1,5;AE;SP6
1910207273;0099767010;;Aufnahmegehäuse 15pol;GE;SP1
1910368228;0099778110;;Kappe 5pol;GE;SP1
1910365922;0099788110;;Federleiste 2pol Durchg. AWG24 RM2,54;GE;SP1
1910365921;0099789110;;Federleiste 4pol Durchgang AWG24;GE;SP1
1910365920;0099790110;;Kappe SCC 2pol RM 2.54 Federleiste;GE;SP1
1910365919;0099791110;;Kappe SSC 4pol RM 2.54 Federleiste;GE;SP1
1910368233;0099793110;;Federleiste 4pol AWG24 3,96;GE;SP1
1910368234;0099801050;;Diode SK1/16 1600V 1,1A;GE;SP2
1910368236;0099807090;;Thyristor T 51N 1600BOF;EU;SP5
1910563995;0099822090;;Thyristormodul SKKT 71/16 D;AE;SP6
1910368237;0099822160;;IC DIG Eprom M27C4002 DIP40;GE;SP1
1910207274;0099842150;;IC DIG 8Kx8 NV-RAM;GE;SP1
1910207275;0099843050;;Leuchtdiode GN 24V AC;GE;SP1
1910207276;0099844050;;Optokoppler Modul Ue 24VDC Ia 0,5A;GE;SP1
1910368243;0099845150;;IC DIG SMD Latch 74HCT563;EU;SP5
1910368244;0099849050;;Diode Modul SKKD 46/12;GE;SP2
1910369163;0099858140;0099858140_L;IC DIG Eprom 128Kx8 27C1001/27C010 DIP32;GE;SP1
1910368246;0099864050;;Leuchtdiode 28V AC/DC grün T10/28 BA9s;GE;SP2
1910368249;0099875140;;IC DIG 28C64 DIP28 Eprom o.akt.Schreibs;GE;SP1
1910576777;0099884150;;IC DIG SMD SRAM 1Kx8 DP 25ns;GE;SP1
1910368250;0099888150;;IC DIG Eprom 27C1024 <=55NS DIP40;GE;SP2
1910368251;0099895050;;IC Opto Ana Iso HCPL7800 DIP8;GE;SP1
1910368252;0220069;;Glashalteleiste 15x18;EU;SP5
1910368256;0500001077;;Kohlebuerste EG367J 12,5x20x32;AE;SP6
1910368257;0500001093;;Kohlebuerste EG367 12,5x25x32;EU;SP5
1910207277;0500115110;;Drehgeber BDG 6310;EU;SP5
1910207278;0500125031;;Luefter Axial 350 CBM/H;GE;SP1
1910207279;0500125039;;Luefter W2 S107 AA 01-16 220V 50/60Hz;GE;SP2
1910564069;0500125156;;Luefter Radial 810CBM/H;GE;SP1
1910207281;0500125158;;Luefter Radial 620CBM/H;GE;SP1
1910368262;0500125159;;Luefter Axial 59 CBM/H;GE;SP1
1910368263;0500125161;;Geblaese Radial G2E 146BF01;GE;SP1
1910368264;0500125163;;Luefter EF 224/2;GE;SP2
1910368265;0500125165;;Geblaese Radial G2D 146BF02;EU;SP5
1910368268;0500130004;;Schwingmetall 50x30 M10;GE;SP2
8000814504;0500370015;;V Ring V 180A NBR;GE;SP1
8001363260;0500370018;;V Ring V 250A NBR;GE;SP2
1910368272;0500370049;;V Ring V 110A NBR;EU;SP5
1910368273;0500370060;;V Ring V 160A NBR;GE;SP1
1910207282;0701364032;;Leistungsschütz  36A Dil 3H 2S 2O 230VDC;EU;SP5
1910368281;0702624013;;Hilfsschütz DIL-R-40/22 230VAC 4S;GE;SP2
1910368282;0704121004;;Relais Power 12VDC 10A 1We print;GE;SP1
1910207283;0706100215;;Zeitrelais 0,5-10Min 1W;GE;SP1
1910368284;0721504017;;Widerstand Draht 5K6 10% 5W;EU;SP5
1910368287;0726667003;;Transistormodul 100A 1200V;AE;SP6
1910207284;0726667004;;Transistormodul 75A 1200V;EU;SP5
1910564070;0726667005;;Transistormodul 50A 1200V;GE;SP1
1910207285;0726667006;;Transistormodul 50A 1200V;EU;SP5
1910207286;0726777002;;IGBT Modul 100A 1200V MG100Q2YS9;EU;SP5
1910207287;0726777009;;IGBT Modul 150A /1200V;GE;SP1
1910368292;0726777010;;IGBT Modul 1200V, 200A;GE;SP1
1910564071;0727351002;;SKKH 4/12E;GE;SP1
1910564072;0727352001;;Thyristormodul THY/THY SKKH 42/12E;GE;SP1
1910564073;0727373003;;Thyristormodul THY/THY SKKT 27/16E;AE;SP6
1910368293;0727471001;;Diode SKKD 46 16;GE;SP2
1910368294;0727471002;;Diode SKKD 81 16;GE;SP1
1910207288;0727473003;;Thyristormodul THY/THY SKKT 92/16E;GE;SP1
1910368296;0727551001;;Diode Modul DIO/DIO SKKD 160A 1600V;GE;SP2
1910368297;0727573002;;Thyristormodul THY/THY SKKT 106/16E;GE;SP1
1910368298;0734105002;;Kondensator Ker 100pF 100VG 2% RM2,5;EU;SP5
1910207289;0735276002;;Kondensator AL-Elko 2700uF 450V (77x105);GE;SP1
1910207290;0735336005;;Kondensator AL Elko 3300µF 400VG 10/30%;GE;SP1
1910368304;0735473013;;Kondensator MKP 3uF 400VAC mit Leitung;GE;SP1
1910207291;0735476008;;Kondensator AL Elko 4700µF 400VG 20%;GE;SP2
1910368306;0739000107;;Isoliernippel D6/3x2,2;EU;SP5
1910368307;0739000138;;Abstandshalter M3x12;GE;SP1
1910368308;0739000184;;Abstandsbolzen M4x60;GE;SP2
1910368312;0739000204;;Abstandsbolzen M4x50;GE;SP2
1910564074;0739000217;;Abstandsbolzen M6x40;AE;SP6
1910368313;0750111080;;Trafo 1Ph 230V 220/230/240V 125VA;EU;SP5
1910365916;0760161015;;Leitung H05V-K 1qmm BU;EU;SP5
1910207292;0760292001;;Leitung NSGAFOEU 1,5qmm 3KV BK;AE;SP6
1910368277;0765319001;;Sicherungssockel 3pol 10x38;GE;SP2
1910368279;0765319002;;Sicherungssockel 3pol;GE;SP2
1910368316;0765419001;;Sicherungssockel 3pol 22x58;GE;SP2
1910365915;0776000394;;Austrittsfilter für Luefter 320x320mm;GE;SP1
1910368318;0776000395;;Filterluefter 450cbm/h;GE;SP1
1910365914;0779000006;;Kombischraube M5x16 Z4-1 4.8 vz;EU;SP5
1910368321;0779000014;;Befestigungsschraube   M3x15;EU;SP5
1910365913;0779000101;;Kombischraube M6x12 Z4-1 8.8 vz;AE;SP6
1910368323;0779000102;;Kombischraube M6x16 Z4-1 4.8 vz;AE;SP6
1910368324;0779000103;;Kombischraube M5x12 Z4-1 4.8 vz;AE;SP6
1910368331;0801111003;;Sicherung R 4A TR;GE;SP1
1910368332;0801111023;;Sicherung R 0,63A M;GE;SP1
1910368333;0802128008;;Zylindersicherung 30A 660VAC;GE;SP1
1910207293;0802134001;;Zylindersicherung 50A 600V;GE;SP1
1910207294;0802138003;;Zylindersicherung 40A 660V 14x51;GE;SP1
1910207295;0802144001;;Zylindersicherung 80A 660V;GE;SP1
1910368338;0802333003;;Sicherung E 63A FF;GE;SP2
1910368339;0802624002;;Zylindersicherung 16A 660V;GE;SP2
1910207296;0802845001;;Sicherung M 100A FF;GE;SP1
1910207297;0802937001;;Sicherung D 50A FF;EU;SP5
1910368342;0802937002;;Sicherung D 35A FF;AE;SP6
1910207298;0802937003;;Sicherung D 63A FF;EU;SP5
1910207299;0806000019;;Thermoschalter 75°C Oeffner;AE;SP6
1910368347;0823211008;;Stromwandler 100/0,1A;GE;SP2
1910368349;0830145020;;Leiterplatte FP Netzteil;EU;SP5
1910365912;0840110044;;Buchse Combicon 4pol ger RM5,08 schraub;GE;SP1
1910365911;0840110045;;Buchse Combicon 2pol ger RM5,08 schraub;GE;SP1
1910365910;0840110050;;Buchse Combicon 3pol ger RM5,08 schraub;GE;SP1
1910365909;0840120042;;Buchse Combicon 10pol ger RM5,08 schraub;GE;SP1
1910368355;0840120098;;Buchse Combicon 6pol ger RM5,08 schraub;GE;SP2
1910368330;0840120099;;Buchse Combicon 7pol ger RM5,08 schraub;GE;SP2
1910365908;0840120103;;Buchse Minicom 6pol ger RM3,81 schraub.;GE;SP1
1910368359;0841000186;;Stift Dsub 9p abgew;EU;SP5
1910561514;unbekannt;batch4;Laufrolle oben BL-C144AATA01;GE;SP1
1910561312;unbekannt;batch4;Sicherheitsrelais 24V DC 2U 2x10A Dold;GE;SP1
1910561165;10071282 Nr. SBC Spain!;batch4;SCHÜTZ LC1-D18MD;GE;SP1
1910561158;10073311 Nr. SBC Spain!;batch4;VERRIEGELUNGSAUSLÖSER;GE;SP1
1910561166;10073446 Nr. SBC Spain!;batch4;SCHÜTZ LC1-DT25MD;GE;SP1
1910561160;10077547 Nr. SBC Spain!;batch4;GUMMIPUFFER FÜR TÜREN ECD;GE;SP1
1910561147;10077601 Nr. SBC Spain!;batch4;GLEITSCHWERT FÜR TÜR ECD;GE;SP1
1910561148;10077602 Nr. SBC Spain!;batch4;VERSTÄRKTER GLEITSCHWERT FÜR TÜR ECD;GE;SP1
1910561149;10077725 Nr. SBC Spain!;batch4;EINLAGE 16,5mm T-13 KABINE;GE;SP1
1910561150;10077726 Nr. SBC Spain!;batch4;OBERER GLEITSCHUH T-13;GE;SP1
1910561219;10077831 Nr. SBC Spain!;batch4;BATTERIE 12 V 5 Ah;GE;SP1
1910561137;10077865 Nr. SBC Spain!;batch4;SCHRANKSCHLOSS SYNERGY;GE;SP1
1910561218;10077937 Nr. SBC Spain!;batch4;BATTERIE 12 V 2,3 Ah;GE;SP1
1910561220;10077983 Nr. SBC Spain!;batch4;ETAGENPLATTE UCP-CMC4;GE;SP1
1910561156;10078087 Nr. SBC Spain!;batch4;ALTE GEGENROLLE ECD M8;GE;SP1
1910561171;10078287 Nr. SBC Spain!;batch4;KABELSATZ CAN BUS SCHACHT CMC-4;GE;SP1
1910561159;10078413 Nr. SBC Spain!;batch4;SCHIEBEKURBEL EINFAHRBAR VF08 1196.64.01;GE;SP1
1910561132;10078706 Nr. SBC Spain!;batch4;ERGÄNZUNGSRAHMEN FÜR DRUCKTASTER BST S1;GE;SP1
1910561172;10078813 Nr. SBC Spain!;batch4;KABELSATZ CAN TCAN-BPP;GE;SP1
1910561221;10078815 Nr. SBC Spain!;batch4;ETAGENPLATTE BPP CMC4;GE;SP1
1910561217;10078817 Nr. SBC Spain!;batch4;BAUGRUPPE DER ABDECKUNG BPDP25 2 DRUCKTA;GE;SP1
1910561216;10078818 Nr. SBC Spain!;batch4;BAUGRUPPE DER ABDECKUNG BPD-25 1 DRUCKTA;GE;SP1
1910561192;10078820 Nr. SBC Spain!;;DRUCKTASTER BPP MIT PFEIL S1/SM1+;GE;SP1
1910561167;10079094 Nr. SBC Spain!;batch4;AMP-STECKER, PITCH 2,54 MM, 6-POLIG.;GE;SP1
1910561222;10079151 Nr. SBC Spain!;batch4;MODUL FÜR DIE POSITIONIERUNG DES CMC-4 H;GE;SP1
1910561223;10079795 Nr. SBC Spain!;;ETAGENPLATTE UCP+ CMC4+;GE;SP1
1910561224;10079898 Nr. SBC Spain!;batch4;PLATTE FÜR T-GEBER CMC4+;GE;SP1
1910561193;10079940 Nr. SBC Spain!;batch4;DRUCKTASTER BST S1 CMC MIT PFEIL UPC;GE;SP1
1910561225;10080026 Nr. SBC Spain!;batch4;PLATTE FÜR GRUNDDRUCKTASTER PB3 WEISS;GE;SP1
1910561168;10080104 Nr. SBC Spain!;batch4;NELTRON GEHÄUSE FÜR 6-POLIG STECKERBUCHS;GE;SP1
1910561169;10080105 Nr. SBC Spain!;batch4;STECKVERBINDER WAGO 4-POLIG, PITCH 7.5;GE;SP1
1910561151;10080163 Nr. SBC Spain!;batch4;EINLAGE 15 MM FÜHRUNG T89 ELEMENT;GE;SP1
1910561129;10080329 Nr. SBC Spain!;batch4;MOBILES INSPEKTIONSTABLEAU CMC4+;GE;SP1
1910561173;10080334 Nr. SBC Spain!;batch4;KABELSATZ FÜR SCHLÜSSELSCHALTER BPP;GE;SP1
1910561174;10080627 Nr. SBC Spain!;batch4;KABELSATZ CAN BUS SCHACHT TCAN+ CMC4+ L:;GE;SP1
1910561226;10080808 Nr. SBC Spain!;;KABINENPLATTE UCC-CMC-4;GE;SP1
1910561215;10081166 Nr. SBC Spain!;batch4;BAUGRUPPE DER ABDECKUNG BPD-25 1 DRUCKTA;GE;SP1
1910561136;10081301 Nr. SBC Spain!;batch4;GEHÄNGESEIL ZUR KABINENSTEUERUNG STUDIO;GE;SP1
1910561152;10081317 Nr. SBC Spain!;batch4;BAUGRUPPE DES GLEITSCHUHS 16,5 MM MIT FÜ;GE;SP1
1910561163;10082102 Nr. SBC Spain!;batch4;MARCO UND DISPLAY FÜR BPD-PLATTE;GE;SP1
1910561175;10082317 Nr. SBC Spain!;batch4;KABELSATZ FÜR DEN T-GEBER/UCV L: 5000 m;GE;SP1
1910561176;10082496 Nr. SBC Spain!;batch4;KABELSATZ FÜR GEBER ANTRIEB TK-DOD 850 M;GE;SP1
1910561227;10082613 Nr. SBC Spain!;;ANSCHLUSSPLATTE FÜR DRUCKTASTER IMC CONE;GE;SP1
1910561228;10082614 Nr. SBC Spain!;batch4;ANSCHLUSSPLATTE FÜR DRUCKTASTER IMC EXP;GE;SP1
1910561229;P1E=EU Löschvermerk;;STEUERPLATTE PIA CMC4+ 81: 20/50;EU;SP5
1910561196;10082666 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB1 STANDARD DOPPELPFEIL;GE;SP1
1910561153;10082892 Nr. SBC Spain!;batch4;EINLAGE 5 MM ELEMENT;GE;SP1
1910561177;10082941 Nr. SBC Spain!;batch4;KABELSATZ FÜR DIE VERBINDUNG DES LED-STR;GE;SP1
1910561154;10083077 Nr. SBC Spain!;batch4;GLEITSCHUH MIT GEGENGEWICHT ELEMENT;GE;SP1
1910561178;10083132 Nr. SBC Spain!;batch4;KABELSATZ FÜR MOTORLEISTUNG VF GTW9;GE;SP1
1910561230;P1E=EU Löschvermerk;;PLATTE UBF CMC-4+ 81:20/50;EU;SP5
1910561179;10083184 Nr. SBC Spain!;batch4;KABELSATZ FÜR DEN ALARMDRUCKTASTER IMC-C;GE;SP1
1910561180;10083185 Nr. SBC Spain!;batch4;KABELSATZ FÜR DISPLAY IMC-CONEX CMC-4+;GE;SP1
1910561181;10083187 Nr. SBC Spain!;batch4;KABELSATZ FÜR ELEMENTE DES HALLS IMC-CON;GE;SP1
1910561141;P1E=EU Löschvermerk;;DRUCKTASTERSCHLÜSSEL DOT NR. J9056;EU;SP5
1910561142;10083201 Nr. SBC Spain!;batch4;SCHLÜSSEL NR. J9078 FÜR CHALTER DOT;GE;SP1
1910561198;10083214 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB1 STANDARD TÜREN SCHL;GE;SP1
1910561214;10083221 Nr. SBC Spain!;batch4;GLASABDECKUNG LOP-50 FÜR DAS TFT-DISPLAY;GE;SP1
1910561128;10083231 Nr. SBC Spain!;batch4;INSPEKTIONSTABLEAU FÜR SCHACHT CMC4+ 81:;GE;SP1
1910561182;10083309 Nr. SBC Spain!;batch4;KABELSATZ FÜR DIE SIGNALISIERUNG DES TFT;GE;SP1
1910561213;10083372 Nr. SBC Spain!;batch4;ABDECKUNG FÜR DEN PLATTENHALTER uUCP uPE;GE;SP1
1910561183;10083374 Nr. SBC Spain!;batch4;KABELSATZ FÜR DIE VERBINDUNG VON PEX-UCP;GE;SP1
1910561125;10083403 Nr. SBC Spain!;batch4;ELEKTRISCHER KONTAKT FÜR KABINE 40 MM;GE;SP1
1910561140;10083488 Nr. SBC Spain!;batch4;SCHLÜSSEL FÜR TABLEAU LOP-50;GE;SP1
1910561126;10083710 Nr. SBC Spain!;batch4;KIT MIT ELEKTRISCHER BRÜCKE CMC4+;GE;SP1
1910561194;10084495 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB1 AUS SCHWARZEN ROSTFR;GE;SP1
1910561130;10084648 Nr. SBC Spain!;batch4;USV IDG1200 CMC4+ 20-50;GE;SP1
1910561231;10084796 Nr. SBC Spain!;batch4;ETAGENPLATTE NuUCP-CMC4+ OHNE SUMMER;GE;SP1
1910561232;10084797 Nr. SBC Spain!;batch4;PLATTE CBB FÜR EXTERNEN SUMMER;GE;SP1
1910561184;10084799 Nr. SBC Spain!;batch4;KABELSATZ FÜR SICHERHEITSBRÜCKE CMC4+;GE;SP1
1910561185;10084822 Nr. SBC Spain!;batch4;KABEL MAX CMC4 / CMC4+ / CMC4+ 20.50;GE;SP1
1910561199;10084991 Nr. SBC Spain!;batch4;VANDALISMUSSICHER DRUCKTASTER BAS 231 0;GE;SP1
1910561200;10084997 Nr. SBC Spain!;batch4;VANDALISMUSSICHER DRUCKTASTER BAS 231 A;GE;SP1
1910561201;P1E=EU Löschvermerk;;VANDALISMUSSICHER DRUCKTASTER BAS 231 P;EU;SP5
1910561203;10085030 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD 0;GE;SP1
1910561204;10085031 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD 1;GE;SP1
1910561206;10085033 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD 2;GE;SP1
1910561208;10085035 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD 4;GE;SP1
1910561205;10085037 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD -1;GE;SP1
1910561207;10085038 Nr. SBC Spain!;;DRUCKTASTER DOT DB2 STANDARD -2;GE;SP1
1910561210;10085040 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD DOPPELPFEIL;GE;SP1
1910561190;10085041 Nr. SBC Spain!;batch4;Taster Dot DB2 Standard Pfeil 1910197772;GE;SP1
1910561212;10085042 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD TÜREN ÖFFN;GE;SP1
1910561209;10085044 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD ALARM;GE;SP1
1910561186;10085219 Nr. SBC Spain!;batch4;KABEL MAX CMC4+ / CMC4+ 20.50;GE;SP1
1910561138;10085221 Nr. SBC Spain!;batch4;Zylinderschloss 30/10 mit kurzer Nocke E;GE;SP1
1910561170;10085320 Nr. SBC Spain!;batch4;AUDIOMODUL FÜR KABINE 2N;GE;SP1
1910561211;10085336 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD E;GE;SP1
1910561195;10085507 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB1 STANDARD -3;GE;SP1
1910561197;10085510 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB1 STANDARD E;GE;SP1
1910561187;10085528 Nr. SBC Spain!;batch4;KABELSATZ FÜR VERLÄNGERUNG DES VORHANGS;GE;SP1
1910561188;10085530 Nr. SBC Spain!;;KABELSATZ WECO TX 03.G5.UF11.AMP;AE;SP6
1910561143;10085538 Nr. SBC Spain!;batch4;SCHLÜSSEL DOT 9076;GE;SP1
1910561144;10085539 Nr. SBC Spain!;batch4;SCHLÜSSEL DOT 9650;GE;SP1
1910561135;10085545 Nr. SBC Spain!;batch4;ERGÄNZUNGSRAHMEN EUROKEY STANDARD LOP;GE;SP1
1910561133;10085546 Nr. SBC Spain!;batch4;VANDALISMUSSICHERER ERGÄNZUNGSRAHMEN EUR;GE;SP1
1910561134;10085547 Nr. SBC Spain!;batch4;ERGÄNZUNGSRAHMEN EUROKEY STANDARD COP;GE;SP1
1910561189;10085567 Nr. SBC Spain!;batch4;KABELSATZ FÜR EUROKEY KABINE 1000 MM;GE;SP1
1910561233;10085572 Nr. SBC Spain!;;PLATTE UBF FÜR KLEMMENLEISTE IM SCHACHT;GE;SP1
1910561202;10085592 Nr. SBC Spain!;batch4;DRUCKTASTER DOT DB2 STANDARD 6;GE;SP1
1910561191;10085598 Nr. SBC Spain!;batch4;MIKROFON DOT DB2 FÜR STANDARD GEGENSPREC;GE;SP1
1910561157;10085610 Nr. SBC Spain!;batch4;ZUSÄTZLICHE LAUFFLÄCHE 60 MM P: 900 PM;GE;SP1
1910561161;10085614 Nr. SBC Spain!;batch4;BAUGRUPPE DES SCHLOSSES C2 L900 COMPACT;GE;SP1
1910561145;10085652 Nr. SBC Spain!;batch4;ERWEITERUNG FÜR DEN GLEITSCHUH 1849.19;GE;SP1
1910561155;10085662 Nr. SBC Spain!;batch4;BAUGRUPPE DES OBEREN GLEITSCHUHS 16,5 MM;GE;SP1
1910561131;10085671 Nr. SBC Spain!;batch4;TRÄGERBAUGRUPPE FÜR DIE INDUKTOREN CMC-4;GE;SP1
1910561146;10085679 Nr. SBC Spain!;batch4;BAUGRUPPE DER SCHMIEREINHEIT 8,5 MM T-5;GE;SP1
1910561139;10085681 Nr. SBC Spain!;batch4;SCHLÜSSEL FÜR SCHRANKSCHLOSS REF. 03;GE;SP1
1910561162;10085686 Nr. SBC Spain!;batch4;BAUGRUPPE DES SCHLOSSRADS CENE;GE;SP1
1910561127;10085703 Nr. SBC Spain!;batch4;TABLEAU FÜR SCHACHT MIT STECKER/LICHT TY;GE;SP1
1910561164;10085730 Nr. SBC Spain!;batch4;MODUL LID50 SCHWARZE PFEILE MIT GONG;GE;SP1
1910561234;10086015 Nr. SBC Spain!;batch4;KABINENPLATTE NUBCC CMC4+ 20.50;GE;SP1
1910561332;unbekannt;batch4;Einlage EM 9 PU HSM+WSM Schiene 9mm;EU;SP5
1910561333;unbekannt;batch4;Magnetschalter Halter inkl. Magneten;GE;SP1
1910165154;1029013801;batch4;COP LAUTSPRECHER KDMG36008-10B;GE;SP1
1910561325;unbekannt;batch4;Hilfsschütz 230V 2S+2Ö Telemecanique;GE;SP1
1910561386;unbekannt;batch4;Sprachausgabe LISY-7/8/9 aufsteckbar;GE;SP1
1910561336;unbekannt;batch4;Schutzraumampel Halteblech 24V 5m;GE;SP1
1910561337;unbekannt;batch4;Einlage EL 16 PE HSML+WSML Schiene 16mm;GE;SP1
1910561338;unbekannt;batch4;Laufrolle schneller Hänger TTS/TTK45;GE;SP1
1910561326;unbekannt;batch4;Aufsteckerweiterung 16 Ein-Ausgänge LiSA;GE;SP1
1910561340;unbekannt;batch4;Beschriftungsfelder V2A klar 80x50;GE;SP1
1910561241;unbekannt;batch4;HILFSSCHALTER 1S;GE;SP1
1910561341;unbekannt;batch4;Halteschuh HSM 140 Einlage EM 5-20mm;EU;SP5
1910561342;unbekannt;batch4;COMBICON Buchsenleiste 11 pol. RM 7,62;GE;SP1
1910561331;unbekannt;batch4;Leitungsschutzschalter 2 polig 6A C;GE;SP1
1910561344;unbekannt;batch4;Beschriftungsfeld schnappbar 60x30 weiß;GE;SP1
1910561345;unbekannt;batch4;Blinklicht Warnsignal 24V 5m EN81-20;GE;SP1
1910561346;unbekannt;batch4;Flach-Rundkabel 10pol. 5m Pfostenverb.;GE;SP1
1910561387;unbekannt;batch4;Drücker Tastplatte R50 50mm LED rot;GE;SP1
1910561348;unbekannt;batch4;Einlage EEL 28 PE WSMEL Schiene 28,6mm;GE;SP1
1910561349;unbekannt;batch4;Infofeld 55x150mm Plexi Logo Brandfall;GE;SP1
1910561388;unbekannt;batch4;Drücker Tastplatte Q32 32x32mm LED rot;GE;SP1
1910561243;unbekannt;batch4;HILFSSCHALTER 1Ö;GE;SP1
1910561389;unbekannt;batch4;Drücker Tastplatte Q50 50x50mm LED rot;GE;SP1
1910561352;unbekannt;batch4;Beschriftungsfeld 60x32mm V2A weiß;GE;SP1
1910561353;unbekannt;batch4;26. Beschriftungsfeld 80x50mm V2A weiß;GE;SP1
1910561354;unbekannt;batch4;Schlüsseltaster QK50 LED rot V2A;GE;SP1
1910561355;unbekannt;batch4;Schlüsseltaster QK32 LED rot V2A ST;GE;SP1
1910561390;unbekannt;batch4;Drücker DR90 Tastplatte 33x33mm LED rot;GE;SP1
1910561357;unbekannt;batch4;Schlüsselschalter QK32 LED rot V2A;GE;SP1
1910561394;unbekannt;batch4;Etagenplatine LED rot Buselektronik;GE;SP1
1910561396;unbekannt;batch4;Etagenplatine LED rot Weiterfahrtanzeige;GE;SP1
1910561360;unbekannt;batch4;Rolle Hakenriegel 8mm Verriegelung TTS5;GE;SP1
1910561246;unbekannt;batch4;Hängekabel-Halter;GE;SP1
1910561361;unbekannt;batch4;Flach-Rundkabel 14pol. 5m Zugentlastung;GE;SP1
1910561423;unbekannt;batch4;Drücker DR30V Vandalensicher IP54;GE;SP1
1910362840;1320739;;C Profil 20x40x20x5 Al;GE;SP2
1910362841;1320959;;Profil S4 ALMGSI0 5 F25  29,5 mm;GE;SP2
1910362842;1320969;;Profil S4 ALMGSI0 5 F25  73 mm;GE;SP2
1910561363;unbekannt;batch4;TFT-Display 4,3 Zoll 480x272 pixel;GE;SP1
1910561364;unbekannt;batch4;Rolle VSL ø125/20x30mm Kugellager;GE;SP1
1910561365;unbekannt;batch4;Notrufsystem 2N® Lift1 Grundgerät COP;GE;SP1
1910561366;unbekannt;batch4;Notrufsystem 2N® Lift1 Grundgerät m.Alt.;GE;SP1
1910561367;unbekannt;batch4;Notrufsystem 2N® Lift1 Grundgerät;GE;SP1
1910561368;unbekannt;batch4;tke Aufzüge set Lift8;GE;SP1
1910561369;unbekannt;batch4;2N® Lift8 Central Unit;GE;SP1
1910561247;unbekannt;batch4;Türführung Selcom;GE;SP1
1910561370;unbekannt;batch4;2N® Lift8 RS232 board;GE;SP1
1910561371;unbekannt;batch4;2N® Lift8 Machine room unit;GE;SP1
1910561372;unbekannt;batch4;Winkleführungsschuh Licht Metall;GE;SP1
1910561373;unbekannt;batch4;Stoßdämpfer AUTAN HE TYPE A QR D.125;GE;SP1
